streetname,gender
"Rue Edouard Olivier - Edouard Olivierstraat",M
"Rue Grétry - Grétrystraat",M
"Rue d'Accolay - Accolaystraat",M
"Rue Saint-Jean - Sint-Jansstraat",M
"Place de l'Albertine - Albertinaplein",M
"Boulevard Pachéco - Pachecolaan",M
"Rue Auguste Orts - Auguste Ortsstraat",M
"Rue Saint-Christophe - Sint-Kristoffelsstraat",M
"Rue Pletinckx - Pletinckxstraat",M
"Rue T'Kint - T'Kintstraat",M
"Rue Van Artevelde - Arteveldestraat",M
"Rue Saint-Géry - Sint-Goriksstraat",M
"Rue Philippe de Champagne - Philippe de Champagnestraat",M
"Rue Saint-Laurent - Sint-Laurensstraat",M
"Boulevard Prince de Liège - Prins van Luikstraat",M
"Place Henri De Smet - Henri De Smetplein",M
"Avenue Ambassadeur Van Vollenhoven - Ambassadeur Van Vollenhovenlaan",M
"Avenue de Saint-Job - Sint-Jobselaan",M
"Square Jef Dillen - Jef Dillensquare",M
"Square Égide Rombaux - Égide Rombauxsquare",M
"Rond-Point Pierre de Tollenaere - Pierre de Tollenaereplein",M
"Rue Simons - Simonsstraat",M
"Tunnel Léopold II - Leopold II-tunnel",M
"Boulevard Emile Jacqmain - Emile Jacqmainlaan",M
"Place De Brouckère - De Brouckèreplein",M
"Boulevard Adolphe Max - Adolphe Maxlaan",M
"Rue Saint-Michel - Sint-Michielsstraat",M
"Rue Antoine Dansaert - Antoine Dansaertstraat",M
"Boulevard Anspach - Anspachlaan",M
"Rue Paul Devaux - Paul Devauxstraat",M
"Rue Marcq - Marcqstraat",M
"Rue Saint-Jean Népomucène - Sint-Jan Nepomucenusstraat",M
"Rue Saint-Roch - Sint-Rochusstraat",M
"Rue Léon Lepage - Léon Lepagestraat",M
"Rue Saint-Pierre - Sint-Pietersstraat",M
"Rue Saint-André - Sint-Andriesstraat",M
"Rue Camusel - Camuselstraat",M
"Rue Jules Cockx - Jules Cockxstraat",M
"Avenue Charles Michiels - Charles Michielslaan",M
"Rue Ravenstein - Ravensteinstraat",M
"Rue Cuerens - Cuerensstraat",M
"Rue Vandenbranden - Vandenbrandenstraat",M
"Place Albert Leemans - Albert Leemansplein",M
"Rue Armand Campenhout - Armand Campenhoutstraat",M
"Square Henri Michaux - Henri Michauxsquare",M
"Rue Buchholtz - Buchholtzstraat",M
"Rue Hector Denis - Hector Denisstraat",M
"Place Charles Graux - Charles Grauxplein",M
"Place Georges Brugmann - Georges Brugmannplein",M
"Rue Général Lotz - Generaal Lotzstraat",M
"Rue Louis Hymans - Louis Hymansstraat",M
"Place Guy d'Arezzo - Guido van Arezzoplein",M
"Rue Jules Lejeune - Jules Lejeunestraat",M
"Avenue Molière - Molièrelaan",M
"Rue Jean Chapelié - Jean Chapeliéstraat",M
"Rue Vanderkindere - Vanderkinderestraat",M
"Rue Edmond Picard - Edmond Picardstraat",M
"Rue Jean-Baptiste Meunier - Jean-Baptiste Meunierstraat",M
"Rue Darwin - Darwinstraat",M
"Rue Léon Jouret - Léon Jouretstraat",M
"Rue Saint-Bernard - Sint-Bernardusstraat",M
"Avenue Ducpétiaux - Ducpétiauxlaan",M
"Avenue Jef Lambeaux - Jef Lambeauxlaan",M
"Square Larousse - Laroussesquare",M
"Rue Félix Delhasse - Félix Delhassestraat",M
"Rue Saint-Georges - Sint-Jorisstraat",M
"Rue Van Eyck - Van Eyckstraat",M
"Rue De Praetere - De Praeterestraat",M
"Rue Paul Lauters - Paul Lautersstraat",M
"Rue Général Patton - Generaal Pattonstraat",M
"Rue Stanley - Stanleystraat",M
"Rue Bodeghem - Bodegemsestraat",M
"Rue Joseph Hazard - Joseph Hazardstraat",M
"Rue Meyerbeer - Meyerbeerstraat",M
"Place Constantin Meunier - Constantin Meunierplein",M
"Rue Marconi - Marconistraat",M
"Place Anneessens - Anneessensplein",M
"Rue Jean Robie - Jean Robiestraat",M
"Rue Garibaldi - Garibaldistraat",M
"Rue Théodore Verhaegen - Théodore Verhaegenstraat",M
"Rue Crickx - Crickxstraat",M
"Rue Gustave Defnet - Gustave Defnetstraat",M
"Rue Guillaume Tell - Willem Tellstraat",M
"Rue Van Helmont - Van Helmontstraat",M
"Rue Rouppe - Rouppestraat",M
"Place Fontainas - Fontainasplein",M
"Place Alexandre Pouchkine - Alexander Poesjkinplein",M
"Rue Jean de Brouchoven de Bergeyck - Jean de Brouchoven de Bergeyckstraat",M
"Rue Émile Feron - Émile Feronstraat",M
"Rue Joseph Claes - Joseph Claesstraat",M
"Boulevard Guillaume Van Haelen - Guillaume Van Haelenlaan",M
"Rue Vandermeulen - Vandermeulenstraat",M
"Avenue Roger Vandendriessche - Roger Vandendriesschelaan",M
"Place Marcel Broodthaers - Marcel Broodthaersplein",M
"Drève de Saint-Hubert - Sint-Hubertusdreef",M
"Place Hermann Dumont - Hermann Dumontplein",M
"Place Louis Morichar - Louis Moricharplein",M
"Rue Saint-Alphonse - Sint-Alfonsstraat",M
"Rue Gineste - Ginestestraat",M
"Place Saint-Lazare - Sint-Lazarusplein",M
"Rue Godefroid de Bouillon - Godfried van Bouillonstraat",M
"Rue Brederode - Brederodestraat",M
"Avenue Livingstone - Livingstonelaan",M
"Rue Bordiau - Bordiaustraat",M
"Avenue Victor Rousseau - Victor Rousseaulaan",M
"Avenue Massenet - Massenetlaan",M
"Avenue Charbo - Charbolaan",M
"Avenue Félix Marchal - Félix Marchallaan",M
"Avenue Saint-Augustin - Sint-Augustinuslaan",M
"Rue Edouard Branly - Edouard Branlystraat",M
"Avenue Maréchal Joffre - Maarschalk Joffrelaan",M
"Avenue Neptune - Neptunuslaan",M
"Avenue Mozart - Mozartlaan",M
"Avenue Coghen - Coghenlaan",M
"Rue Joseph Bens - Joseph Bensstraat",M
"Place Jean Vander Elst - Jean Vander Elstplein",M
"Avenue Télémaque - Telemachuslaan",M
"Rue Henri Maubel - Henri Maubelstraat",M
"Avenue Léo Errera - Léo Erreralaan",M
"Rue Joseph Stallaert - Joseph Stallaertstraat",M
"Avenue René Gobert - René Gobertlaan",M
"Rue Dodonée - Dodonéestraat",M
"Rue Roberts Jones - Roberts Jonesstraat",M
"Rue Prosper Matthys - Prosper Matthysstraat",M
"Rue Baron Guillaume Van Hamme - Baron Guillaume Van Hammestraat",M
"Rue Auguste Danse - Auguste Dansestraat",M
"Rue Victor Allard - Victor Allardstraat",M
"Avenue Adolphe Wansart - Adolphe Wansartlaan",M
"Avenue Joseph Jongen - Joseph Jongenlaan",M
"Avenue Arnold Delvaux - Arnold Delvauxlaan",M
"Rue Robert Scott - Robert Scottstraat",M
"Place Émile Danco - Émile Dancoplein",M
"Rue Charles Bernaerts - Charles Bernaertsstraat",M
"Avenue Guillaume Herinckx - Guillaume Herinckxlaan",M
"Chaussée de Saint-Job - Sint-Jobsesteenweg",M
"Avenue Groelstveld - Groelstveldlaan",M
"Rue Copernic - Copernicusstraat",M
"Avenue Victor-Emmanuel III - Victor-Emmanuel III laan",M
"Rue de Wansijn - de Wansijnstraat",M
"Avenue Alphonse XIII - Alphonse XIII laan",M
"Square Baron Alfred Bouvier - Baron Alfred Bouviersquare",M
"Rue André Fauchille - André Fauchillestraat",M
"Rue Saint-Hubert - Sint-Huibrechtsstraat",M
"Place Thomas Balis - Thomas Balisplein",M
"Square Jean-Baptiste De Greef - Jean-Baptiste De Greefsquare",M
"Rue Maurice Charlent - Maurice Charlentstraat",M
"Rue Charles Lechat - Charles Lechatstraat",M
"Rue Théophile Vander Elst - Théophile Vander Elststraat",M
"Avenue Edmond Van Nieuwenhuyse - Edmond Van Nieuwenhuyselaan",M
"Place Léopold Wiener - Léopold Wienerplein",M
"Avenue Charle-Albert - Charle-Albertlaan",M
"Avenue Charles Madoux - Charles Madouxlaan",M
"Tunnel Montgomery - Montgomerytunnel",M
"Rue Arthur Diderich - Arthur Diderichstraat",M
"Rue François Ruytinx - François Ruytinxstraat",M
"Avenue Louis Vander Swaelmen - Louis Vander Swaelmenlaan",M
"Avenue Georges Benoidt - Georges Benoidtlaan",M
"Allée Jacques Wiener - Jacques Wienerdreef",M
"Place Edouard Pinoy - Edouard Pinoyplein",M
"Avenue Théo Vanpé - Théo Vanpélaan",M
"Avenue Général Merjay - Generaal Merjaylaan",M
"Avenue Jean Vanhaelen - Jean Vanhaelenlaan",M
"Avenue François-Bernard Verboven - François-Bernard Verbovenlaan",M
"Avenue Gustave Demey - Gustave Demeylaan",M
"Avenue Ernest Claes - Ernest Claeslaan",M
"Avenue Gaston De Gryse - Gaston De Gryselaan",M
"Avenue Charles Dierickx - Charles Dierickxlaan",M
"Avenue Daniel Boon - Daniel Boonlaan",M
"Avenue Joseph Chaudron - Joseph Chaudronlaan",M
"Rue Pierre Schoonejans - Pierre Schoonejansstraat",M
"Avenue des Frères Goemaere - Gebroeders Goemaerelaan",M
"Avenue Joseph Borlé - Joseph Borlélaan",M
"Avenue Jolé - Jolélaan",M
"Avenue René Stevens - René Stevenslaan",M
"Rue Emile Rotiers - Emile Rotiersstraat",M
"Avenue Jean Van Horenbeeck - Jean Van Horenbeecklaan",M
"Avenue Charles Schaller - Charles Schallerlaan",M
"Rue Jean Ekelmans - Jean Ekelmansstraat",M
"Rue Franciscus Vandevelde - Franciscus Vandeveldestraat",M
"Avenue Victor Moreau - Victor Moreaulaan",M
"Rue François Bekaert - François Bekaertstraat",M
"Avenue Léopold Florent Lambin - Leopold Florent Lambinlaan",M
"Rue Henri Van Antwerpen - Henri Van Antwerpenstraat",M
"Avenue Paul Vanden Thoren - Paul Vanden Thorenlaan",M
"Rue Jean-Baptiste Vandercammen - Jean-Baptiste Vandercammenstraat",M
"Rue Firmin Martin - Firmin Martinstraat",M
"Rue Léon Vande Woesteyne - Léon Vande Woesteynestraat",M
"Rue Paul Emile Lessire - Paul Emile Lessirestraat",M
"Rue Antonius Dewinter - Antonius Dewinterstraat",M
"Rue René Christiaens - René Christiaensstraat",M
"Rue Jean-Baptiste Vannypen - Jean-Baptiste Vannypenstraat",M
"Square Antoine Vanlindt - Antoine Vanlindtsquare",M
"Rue Henri Deraedt - Henri Deraedtstraat",M
"Rue Egide Charles Bouvier - Egide Charles Bouvierstraat",M
"Rue Jacques Bassem - Jacques Bassemstraat",M
"Avenue Pierre Devis - Pierre Devislaan",M
"Avenue Paul Verheyleweghen - Paul Verheyleweghenlaan",M
"Avenue Guillaume Detroch - Guillaume Detrochlaan",M
"Avenue Paul-Henri Spaak - Paul-Henri Spaaklaan",M
"Rue de Ligne - de Lignestraat",M
"Rue Steens - Steensstraat",M
"Rue Georges Ugeux - Georges Ugeuxstraat",M
"Rue du Cardinal Mercier - Kardinaal Mercierstraat",M
"Tunnel Reyers - Reyerstunnel",M
"Avenue du Prince d'Orange - Prins van Oranjelaan",M
"Passage Charles Rogier - Karel Rogier doorgang",M
"Rue Liedts - Liedtsstraat",M
"Place Lehon - Lehonplein",M
"Rue Verwée - Verwéestraat",M
"Rue François Degreef - François Degreefstraat",M
"Avenue Louis Bertrand - Louis Bertrandlaan",M
"Rue Herman - Hermanstraat",M
"Avenue de Waha - Wahalaan",M
"Rue Émile Idiers - Émile Idiersstraat",M
"Avenue Jules Génicot - Jules Génicotlaan",M
"Avenue Tedesco - Tedescolaan",M
"Avenue Emile Laine - Emile Lainelaan",M
"Avenue Edouard Keilig - Edouard Keiliglaan",M
"Avenue Louis Fuchs - Louis Fuchslaan",M
"Avenue A. J. Slegers - A. J. Slegerslaan",M
"Avenue Dolez - Dolezlaan",M
"Avenue Bonaparte - Bonapartelaan",M
"Avenue Napoléon - Napoléonlaan",M
"Avenue Maréchal Ney - Maarschalk Neylaan",M
"Avenue Blücher - Blücherlaan",M
"Avenue d'Orbaix - D'Orbaixlaan",M
"Avenue Jean Burgers - Jean Burgerslaan",M
"Avenue Maxime Van Praag - Maxime Van Praaglaan",M
"Avenue Henri Elleboudt - Henri Elleboudtlaan",M
"Avenue Adolphe Dupuich - Adolphe Dupuichlaan",M
"Avenue Brunard - Brunardlaan",M
"Place Dailly - Daillyplein",M
"Place Colonel Bremer - Kolonel Bremerplein",M
"Avenue Dailly - Daillylaan",M
"Rue Goossens - Goossensstraat",M
"Avenue Joseph Divoort - Joseph Divoortlaan",M
"Allée Jean de La Fontaine - Jean de la Fontainelaan",M
"Rond Point Charles Solau - Charles Solauplein",M
"Avenue du Prince de Ligne - Prins de Lignelaan",M
"Rue Sterckx - Sterckxstraat",M
"Rue Ortélius - Orteliusstraat",M
"Avenue Frans Courtens - Frans Courtenslaan",M
"Rue Willy Coppens - Willy Coppensstraat",M
"Avenue Delleur - Delleurlaan",M
"Avenue Jacques Georgin - Jacques Georginlaan",M
"Rue De Crayer - De Crayerstraat",M
"Rue Jacques Jordaens - Jakob Jordaensstraat",M
"Square Van Bever - Van Beversquare",M
"Avenue André Ryckmans - André Ryckmanslaan",M
"Avenue René Coulbaut - René Coulbautlaan",M
"Avenue Louis Vercauteren - Louis Vercauterenlaan",M
"Avenue Roger Hainaut - Roger Hainautlaan",M
"Avenue Isidore Gérard - Isidore Gérardlaan",M
"Rue Albert Krings - Albert Kringsstraat",M
"Rue Auguste Beernaert - Auguste Beernaertstraat",M
"Place Rik Wouters - Rik Woutersplein",M
"Rue Kindermans - Kindermansstraat",M
"Rue Joseph Cuylits - Joseph Cuylitsstraat",M
"Avenue Henri Pirenne - Henri Pirennelaan",M
"Rue Van Maerlant - Van Maerlantstraat",M
"Avenue Gabriel Fauré - Gabriel Faurélaan",M
"Square Lainé - Lainésquare",M
"Rue Victor Gambier - Victor Gambierstraat",M
"Rue Emile Regard - Emile Regardstraat",M
"Clos Dandoy - Dandoygaarde",M
"Avenue Albert Lancaster - Albert Lancasterlaan",M
"Rue Jean Benaets - Jean Benaetsstraat",M
"Avenue Louis-Léopold Vander Swaelmen - Louis-Léopold Vander Swaelmenlaan",M
"Rue Lincoln - Lincolnstraat",M
"Rue Ernest Gossart - Ernest Gossartstraat",M
"Avenue Hamoir - Hamoirlaan",M
"Avenue Ptolémée - Ptolemeelaan",M
"Rue François Vervloet - François Vervloetstraat",M
"Square Baron Robert Hankar - Baron Robert Hankarsquare",M
"Avenue de Foestraets - de Foestraetslaan",M
"Drève Saint-Hubert - Sint-Hubertusdreef",M
"Avenue Zaman - Zamanlaan",M
"Rue d'Huart - d'Huartstraat",M
"Avenue Hippolyte Boulenger - Hippolyte Boulengerlaan",M
"Avenue Pierre d'Union - Pierre d'Unionlaan",M
"Avenue Wellington - Wellingtonlaan",M
"Avenue Joseph Wybran - Joseph Wybranlaan",M
"Rue Tielemans - Tielemansstraat",M
"Place Julien Dillens - Julien Dillensplein",M
"Chemin Alfred Hitchcock - Alfred Hitchcockweg",M
"Chemin Luis Bunuel - Luis Bunuelweg",M
"Passage Stan Laurel - Stan Laurel Doorgang",M
"Promenade Jacques Ledoux - Jacques Ledoux Wandeling",M
"Chemin Bourvil - Bourvilweg",M
"Rue J. B. Moyens - J. B. Moyensstraat",M
"Promenade Gérard Philippe - Gérard-Philippewandelpad",M
"Chemin François Truffaut - François Truffautweg",M
"Passage Oliver Hardy - Oliver Hardydoorgang",M
"Rue Saint-Lazare - Sint-Lazarusstraat",M
"Rue Franz Merjay - Franz Merjaystraat",M
"Rue Mignot Delstanche - Mignot Delstanchestraat",M
"Avenue Alfred Solvay - Alfred Solvaylaan",M
"Passage Joe Van Holsbeeck - Joe Van Holsbeeckpassage",M
"Clos Theodore de Cuyper - Theodore de Cuypergaarde",M
"Kolonel Bourgstraat",M
"Rue Saints Pierre et Paul - Sint-Pieter-en-Pauwelstraat",M
"Place Maurice Van Meenen - Maurice Van Meenenplein",M
"Place Liedts - Liedtsplein",M
"Esplanade Paul-Henri Spaak - Paul-Henri Spaakvoorplein",M
"Avenue Victor Tahon - Victor Tahonlaan",M
"Place Salvador Allende - Salvador Allendeplein",M
"Place Antoine Delporte - Antoine Delporteplein",M
"Rue Henri-François Moreels - Henri-François Moreelsstraat",M
"Rue Baron Perelman - Baron Perelmanstraat",M
"Parvis Saint-Antoine - Sint-Antoniusvoorplein",M
"Rue Joseph Plateau - Josef Plateaustraat",M
"Rue Vlogaert - Vlogaertstraat",M
"Square Charles Jordens - Charles Jordenssquare",M
"Clos Bourgmestre De Keyser - Burgemeester De Keysergaarde",M
"Clos de l'Abbé Froidure - Priester Froiduregaarde",M
"Square Jean Absil - Jean Absilsquare",M
"Rue Maurice Liétart - Maurice Liétartstraat",M
"Place Victor Horta - Victor Hortaplein",M
"Pont Van Praet - Van Praetbrug",M
"Cité Jourdan - Jourdan Wijk",M
"Rue Papenkasteel - Papenkasteelstraat",M
"Square Jules De Trooz - Jules De Troozsquare",M
"Avenue Antoine Depage - Antoine Depagelaan",M
"Rue Antoine Bréart - Antoine Bréartstraat",M
"Allée Charles Viane - Charles Vianedreef",M
"Allée Jacques Brel - Jacques Breldreef",M
"Allée Paul Auguste Masui - Paul Auguste Masuidreef",M
"Avenue Bourgmestre Jean Herinckx - Burgemeester Jean Herinckxlaan",M
"Avenue Guillaume Crock - Guillaume Crocklaan",M
"Avenue Herrmann Debroux - Herrmann Debrouxlaan",M
"Rue Jean-Baptiste Desmeth - Jan-Baptist Desmethstraat",M
"Rue Zinner - Zinnerstraat",M
"Avenue Charles d'Orjo de Marchovelette - Charles d'Orjo de Marchovelettelaan",M
"Avenue Jacques Pastur - Jacques Pasturlaan",M
"Place Louis Steens - Louis Steensplein",M
"Avenue Paul Héger - Paul Hégerlaan",M
"Rue Major Brück - Majoor Brückstraat",M
"Avenue Émile Van Becelaere - Émile Van Becelaerelaan",M
"Place Jean Rey - Jean Reyplein",M
"Rue Charles Lemaire - Charles Lemairestraat",M
"Place Eugène Verboekhoven - Eugène Verboekhovenplein",M
"Rue Alphonse Asselbergs - Alphonse Asselbergsstraat",M
"Place Antoine Gilson - Antoine Gilsonplein",M
"Rue Geefs - Geefsstraat",M
"Place Léon Wielemans - Léon Wielemansplein",M
"Rue Louis Jasmin - Louis Jasminstraat",M
"Ferdinand Kinnenstraat - Rue Ferdinand Kinnen",M
"Avenue Jules Buyssens - Jules Buyssenslaan",M
"Rue Emile Steeno - Emile Steenostraat",M
"Avenue Hector Gobert - Hector Gobertlaan",M
"Clos Albert Crommelynck - Albert Crommelynckgaarde",M
"Avenue Louis Dehoux - Louis Dehouxlaan",M
"Avenue Maurice Van Hemelrijck - Maurice Van Hemelrijcklaan",M
"Rue Pierre Vereman - Pierre Veremanstraat",M
"Place Oscar Ruelens - Oscar Ruelensplein",M
"Rue Paul Hankar - Paul Hankarstraat",M
"Sentier Guy Demanet - Guy Demanetpad",M
"Rue Professeur Hustin - Professor Hustinstraat",M
"Rue Pierre Géruzet - Pierre Géruzetstraat",M
"Avenue François-Élie Van Elderen - François-Élie Van Elderenlaan",M
"Rue Henri Ver Eycken - Henri Ver Eyckenstraat",M
"Rue Général Mac Arthur - Generaal Mac Arthurstraat",M
"Rue Jean-Baptiste Colyns - Jean-Baptiste Colynsstraat",M
"Avenue Docteur Decroly - Dokter Decrolylaan",M
"Rue Ter Elst - Ter Elststraat",M
"Square Maréchal Montgomery - Maarschalk Montgomeryplein",M
"Clos Joseph Hanse - Joseph Hanse hof",M
"Rue Maurice Poedts - Maurice Poedtsstraat",M
"Rue Hubert-Jean Coenen - Hubert-Jean Coenenstraat",M
"Rue Guy-Jean Verachtert - Guy-Jean Verachtertstraat",M
"Avenue Jean Charlier - Jean Charlierlaan",M
"Rue Gustave Timmermans - Gustave Timmermansstraat",M
"Rue Henri Simons - Henri Simonsstraat",M
"Rue Roosendael - Roosendaelstraat",M
"Place François Bossuet - François Bossuetplein",M
"Place Hervé Brouhon - Hervé Brouhonplein",M
"Rue Jean Ballegeer - Jean Ballegeerstraat",M
"Square Félix Delhaye - Félix Delhayesquare",M
"Rue Albert Meunier - Albert Meunierstraat",M
"Rue Alexis Willem - Alexis Willemstraat",M
"Rue Philippe Dewolfs - Philippe Dewolfsstraat",M
"Rue du Lieutenant Lotin - Luitenant Lotinstraat",M
"Rue Van Ysendyck - Van Ysendyckstraat",M
"Rue Béranger - Bérangerstraat",M
"Allée Henri Quittelier - Henri Quittelierdreef",M
"Allée Claude Lyr - Claude Lyrdreef",M
"Rue Jean-Baptiste Labarre - Jean-Baptiste Labarrestraat",M
"Allée Henri Roidot - Henri Roidotdreef",M
"Allée Hergé - Hergédreef",M
"Allée Fernand Dineur - Fernand Dineurdreef",M
"Rue De Broyer - De Broyerstraat",M
"Rue Jan Verbesselt - Jan Verbesseltstraat",M
"Avenue René Lyr - René Lyrlaan",M
"Rue Joseph Vanderlinden - Joseph Vanderlindenstraat",M
"Rue Hancart - Hancartstraat",M
"Rue Armand de Roo - Armand de Roostraat",M
"Avenue Reinaert de Vos - Reinaert de Voslaan",M
"Impasse Saint-Jacques - Sint-Jakobsgang",M
"Avenue Lloyd George - Lloyd Georgelaan",M
"Avenue Émile De Mot - Émile De Motlaan",M
"Square Léon Jacquet - Léon Jacquetsquare",M
"Rue Ernest Laude - Ernest Laudestraat",M
"Place Pogge - Poggeplein",M
"Pont Borée - Boreabrug",M
"Place Félix Govaert - Félix Govaertplein",M
"Place Vanhuffel - Vanhuffelplein",M
"Avenue Ilya Prigogine - Ilya Prigoginelaan",M
"Dr. A. Schweitzerlaan - Avenue Dr. A. Schweitzer",M
"Rue Emile Pathé - Emile Pathéstraat",M
"Allée Peyo - Peyodreef",M
"Allée Jean-Michel Charlier - Jean-Michel Charlierdreef",M
"Allée Kurt Peiser - Kurt Peiserdreef",M
"Allée Raymond Dierickx - Raymond Dierickxdreef",M
"Avenue de l'Aiglon - Aiglonlaan",M
"Rue Camille Van Exter - Camille Van Exterstraat",M
"Rue Henri Wafelaerts - Henri Wafelaertsstraat",M
"Rue Alfred Cluysenaar - Alfred Cluysenaarstraat",M
"Rue Vander Elst - Vander Elststraat",M
"Rue Locquenghien - Locquenghienstraat",M
"Madrillegang - Impasse Madrille",M
"Passerelle Fransman-Stevens - Voetgangersbrug Fransman-Stevens",M
"Rue André Bertulot - André Bertulotstraat",M
"Rue Van Gaver - Van Gaverstraat",M
"Rue Toots Thielemans - Toots Thielemansstraat",M
"Rue Auguste Heene - Auguste Heenestraat",M
"Froebelstraat - Rue Froebel",M
"Rue Léopold Lenders - Léopold Lendersstraat",M
"Impasse Ronsmans - Ronsmansgang",M
"Avenue Guillaume Van Nerom - Guillaume Van Neromlaan",M
"Square Georges Golinvaux - Georges Golinvauxsquare",M
"Square Louis Van Simaey - Louis Van Simaeysquare",M
"Chemin Pierre Vereman - Pierre Veremanweg",M
"Avenue Léopold Wiener - Léopold Wienerlaan",M
"Impasse Saint-Nicolas - Sint-Nikolaasgang",M
"Impasse Saint Sébastien - Sint-Sebastiaansgang",M
"Avenue Cardinal Micara - Kardinaal Micaralaan",M
"Rue Van Bemmel - Van Bemmelstraat",M
"Rue Dethy - Dethystraat",M
"Avenue Émile van Becelaere - Émile Van Becelaerelaan",M
"Place Eugène Keym - Eugène Keymplein",M
"Square Léopold II - Leopold II Plein",M
"Rue Max Roos - Max Roosstraat",M
"Avenue Ernest Renan - Ernest Renanlaan",M
"Rue Anneessens - Anneessensstraat",M
"Avenue Ulysse - Ulysselaan",M
"Rue Cervantès - Cervantesstraat",M
"Rue Rodenbach - Rodenbachstraat",M
"Rue Vanden Corput - Vanden Corputstraat",M
"Rue Timmermans - Timmermansstraat",M
"Rue de Moerkerke - de Moerkerkestraat",M
"Avenue Air Marshal Coningham - Air Marshal Coninghamlaan",M
"Rue Charlie Chaplin - Charlie Chaplinstraat",M
"Rue Guillaume Kennis - Guillaume Kennisstraat",M
"Cours Gordon Bennett - Gordon Bennettwarande",M
"Rue Gisbert Combaz - Gisbert Combazstraat",M
"Rue Jules Van Praet - Jules van Praetstraat",M
"Drève Recteur Van Waeyenbergh - Rector Van Waeyenberghdreef",M
"Rue de Witte de Haelen - De Witte de Haelenstraat",M
"Avenue Alexandre Bertrand - Alexandre Bertrandlaan",M
"Avenue Hugo Van der Goes - Hugo Van der Goeslaan",M
"Allée Nardo Lenaerts - Nardo Lenaertsdreef",M
"Allée Jef Dutillieu - Jef Dutillieudreef",M
"Allée André Willequet - André Willequetdreef",M
"Rue Georges Huygens - Georges Huygensstraat",M
"Avenue Jean Accent - Jean Accentlaan",M
"Square Joseph Hanse - Joseph Hansesquare",M
"Carré Stevens - Stevensblok",M
"Carré Pauwels - Pauwelsblok",M
"Rue Baron Roger Vander Noot - Baron Roger Vander Nootstraat",M
"Drève Joseph Vanderborght - Joseph Vanderborghtdreef",M
"Rue Fourmois - Fourmoisstraat",M
"Rue Léonard de Vinci - Leonardo da Vincistraat",M
"Avenue Jules de Trooz - Jules de Troozlaan",M
"Rue Beeckman - Beeckmanstraat",M
"Square Gérard Van Caulaert - Gérard Van Caulaertsquare",M
"Place André Duchêne - André Duchêneplein",M
"Rue Jean d'Osta - Jean d'Ostastraat",M
"Avenue Hoche - Hochelaan",M
"Avenue Jacques Dormont - Jacques Dormontlaan",M
"Avenue Albert Desenfans - Albert Desenfanslaan",M
"Rue François Van Assche - Frans Van Asschestraat",M
"Rue Pierre de Puysselaer - Pierre de Puysselaerstraat",M
"Rue Émile Claus - Émile Clausstraat",M
"Square Raymond Volckerick - Raymond Volckericksquare",M
"Place Joseph Wauters - Joseph Wautersplein",M
"Rue Eugène Verheggen - Eugène Verheggenstraat",M
"Rue Willy Van Der Meeren - Willy Van Der Meerenstraat",M
"Galerie Horta - Hortagalerij",M
"Passage Yves Montano - Yves Montanodoorgang",M
"Rond-Point René Cliquet - René Cliquetplein",M
"Rue Charles Pas - Charles Passtraat",M
"Rue Eugène Denis - Eugène Denisstraat",M
"Rue Félicien Delince - Félicien Delincestraat",M
"Rue Léon Savoir - Léon Savoirstraat",M
"Avenue Casalta - Casaltalaan",M
"Rue Léopold Van Asbroeck - Léopold Van Asbroeckstraat",M
"Avenue Edmond Galoppin - Edmond Galoppinlaan",M
"Place Léon Vanderkindere - Léon Vanderkindereplein",M
"Paul Gilsonlaan - Avenue Paul Gilson",M
"Clos Jean-Pierre De Launoit - Jean-Pierre De Launoitgaarde",M
"Place Rouppe - Rouppeplein",M
"Rue Louis Isidore Lamey - Louis Isidore Lameystraat",M
"Allée John Wiggin - John Wiggindreef",M
"Rue Vésale - Vesaliusstraat",M
"Rue Daniel Van Damme - Daniel Van Dammestraat",M
"Avenue Jean-François Leemans - Jean-François Leemanslaan",M
"Avenue Guillaume Poels - Guillaume Poelslaan",M
"Allée Christian de Duve - Christian de Duve Dreef",M
"Place Martin Luther King",M
"Place Simon Bolivar - Simon Bolivarplein",M
"Allée Jos Albert - Jos Albertdreef",M
"Allée Pierre Scoupreman - Pierre Scoupremandreef",M
"Allée Omer Dierickx - Omer Dierickxdreef",M
"Allée André Franquin - André Franquindreef",M
"Carré Peeters - Peetersblok",M
"Chemin Luigi Visconti - Luigi Viscontiweg",M
"Chemin Charles Vanel - Charles Vanelweg",M
"Chemin Eric von Stroheim - Eric von Stroheimweg",M
"Carré Cassimans - Cassimansblok",M
"Place Léopold Rosy - Léopold Rosyplein",M
"Allée Léandre Grandmoulin - Léandre Grandmoulindreef",M
"Allée Nicolas de Staël - Nicolas de Staëldreef",M
"Allée Jos Albert — Jos Albertdreef",M
"Allée José Dierickx - José Dierickxdreef",M
"Allée Gaston Bertrand - Gaston Bertranddreef",M
"Allée John Cluysenaar - John Cluysenaardreef",M
"Rond-point Louis Thévenet - Louis Thévenetrondpunt",M
"Allée Paul Craps - Paul Crapsdreef",M
"Place Paul Craps - Paul Crapsplein",M
"Allée Philibert Cockx - Philibert Cockxdreef",M
"Allée Léon Londot - Léon Londotdreef",M
"Allée Albert Dasnoy - Albert Dasnoydreef",M
