name_fr,name_nl,gender,wikidata,type
"Promenade Jacques Ledoux","Jacques Ledoux Wandeling",M,Q436605,way
"Quai Fernand Demets","Fernand Demetskaai",M,Q11312466,relation
"Rond Point Charles Solau","Charles Solauplein",M,Q18061560,way
"Rond Point Henri Simonet","Henri Simonetplein",M,Q1606032,way
"Rond-Point Henri Nestlé","Henri Nestléplein",M,Q57290,way
"Rond-Point Jean Offenberg","Jean Offenbergplein",M,Q3173778,way
"Rond-Point René Cliquet","René Cliquetplein",M,Q23889106,way
"Rond-Point Robert Schuman","Robert Schumanplein",M,Q15981,relation
"Rond-point Louis Thévenet","Louis Thévenetrondpunt",M,Q2032016,way
"Rond-point Winston Churchill","Winston Churchillplein",M,Q8016,way
"Rue Abbé Paul Le Roux","Priester Paul Le Rouxstraat",M,Q86062933,relation
"Rue Abbé Victor de Sloover","Priester Victor de Slooverstraat",M,Q85528820,relation
"Rue Adolphe Keller","Adolphe Kellerstraat",M,Q2824846,relation
"Rue Adolphe Mathieu","Adolphe Mathieustraat",M,Q18448394,relation
"Rue Adolphe Prins","Adolphe Prinsstraat",M,Q365800,relation
"Rue Albert",Albertstraat,M,Q60657,relation
"Rue Albert Lacroix","Albert Lacroixstraat",M,Q2831305,relation
"Rue Albert Meunier","Albert Meunierstraat",M,Q16026095,relation
"Rue Albert Vanderkindere","Albert Vanderkinderestraat",M,Q2831614,relation
"Rue Alex Marcette","Alex Marcettestraat",M,Q21395990,relation
"Rue Alexandre Markelbach","Alexandre Markelbachstraat",M,Q2833854,relation
"Rue Alexandre Pierrard","Alexandre Pierrardstraat",M,Q65596260,relation
"Rue Alexis Willem","Alexis Willemstraat",M,Q2834680,way
"Rue Alfred Cluysenaar","Alfred Cluysenaarstraat",M,Q2546674,way
"Rue Alfred Dubois","Alfred Duboisstraat",M,Q2835084,relation
"Rue Alfred Orban","Alfred Orbanstraat",M,Q15387230,relation
"Rue Alfred Stevens","Alfred Stevensstraat",M,Q773855,relation
"Rue Allard",Allardstraat,M,Q2855113,relation
"Rue Aloïs Verstraeten","Aloïs Verstraetenstraat",M,Q81626323,relation
"Rue Alphonse Asselbergs","Alphonse Asselbergsstraat",M,Q2839699,way
"Rue Alphonse De Witte","Alphonse De Wittestraat",M,Q51622839,relation
"Rue Alphonse Renard","Alphonse Renardstraat",M,Q1893587,relation
"Rue Alphonse Vandenpeereboom","Alphonse Vandenpeereboomstraat",M,Q2799919,relation
"Rue Alphonse Wauters","Alphonse Wautersstraat",M,Q2840003,relation
"Rue Amédée Lynen","Amédée Lynenstraat",M,Q2844682,relation
"Rue Anatole France","Anatole Francestraat",M,Q42443,relation
"Rue André Baillon","André Baillonstraat",M,Q548572,relation
"Rue André Bertulot","André Bertulotstraat",M,Q2847284,way
"Rue André Hennebicq","André Hennebicqstraat",M,Q3272122,relation
"Rue André Van Hasselt","André Van Hasseltstraat",M,Q519653,relation
"Rue Anneessens",Anneessensstraat,M,Q3083817,way
"Rue Antoine Clesse","Antoine Clessestraat",M,Q1960761,relation
"Rue Antoine Dansaert","Antoine Dansaertstraat",M,Q2853839,way
"Rue Antoine Vandergoten","Antoine Vandergotenstraat",M,Q2856782,relation
"Rue Archimède",Archimedesstraat,M,Q8739,way
"Rue Artan",Artanstraat,M,Q545005,relation
"Rue Auguste Beernaert","Auguste Beernaertstraat",M,Q202049,relation
"Rue Auguste Danse","Auguste Dansestraat",M,Q1945806,relation
"Rue Auguste De Boeck","August De Boeckstraat",M,Q705971,relation
"Rue Auguste De Cock","Auguste De Cockstraat",M,Q15872777,relation
"Rue Auguste Gevaert","Auguste Gevaertstraat",M,Q682376,relation
"Rue Auguste Lambiotte","Auguste Lambiottestraat",M,Q11309738,relation
"Rue Auguste Lumière","Auguste Lumièrestraat",M,Q4272245,relation
"Rue Auguste Orts","Auguste Ortsstraat",M,Q2871354,way
"Rue Auguste Renoir","Auguste Renoirstraat",M,Q39931,relation
"Rue Auguste Snieders","Auguste Sniedersstraat",M,Q2192202,relation
"Rue Augustin Delporte","Augustin Delportestraat",M,Q85423002,relation
"Rue Aviateur Thieffry","Vlieger Thieffrystraat",M,Q254932,relation
"Rue Bara",Barastraat,M,Q350861,relation
"Rue Baron Dhanis","Baron Dhanisstraat",M,Q2344129,relation
"Rue Baron Horta","Baron Hortastraat",M,Q49744,relation
"Rue Baron Lambert","Baron Lambertstraat",M,Q2884771,relation
"Rue Baron de Laveleye","Baron de Laveleyestraat",M,Q286125,relation
"Rue Bâtonnier Braffort","Stafhouder Braffortstraat",M,Q3261345,relation
"Rue Belliard",Belliardstraat,M,Q767534,relation
"Rue Béranger",Bérangerstraat,M,Q324998,way
"Rue Berthelot",Berthelotstraat,M,Q18425,relation
"Rue Blaes",Blaesstraat,M,Q23889107,relation
"Rue Bodeghem",Bodegemsestraat,M,Q3263599,way
"Rue Boduognat",Boduognatstraat,M,Q890044,relation
"Rue Bonaventure",Bonaventurestraat,M,Q20871249,relation
"Rue Bordiau",Bordiaustraat,M,Q3122890,way
"Rue Braemt",Braemtstraat,M,Q3184409,relation
"Rue Brederode",Brederodestraat,M,Q1349577,relation
"Rue Breughel",Breughelstraat,M,Q43270,relation
"Rue Breydel",Breydelstraat,M,Q1394408,relation
"Rue Brialmont",Brialmontstraat,M,Q132142,relation
"Rue Buffon",Buffonstraat,M,Q229264,relation
"Rue Calvin",Calvijnstraat,M,Q37577,relation
"Rue Camille Coquilhat","Camille Coquilhatstraat",M,Q2105121,relation
"Rue Camille Lemonnier","Camille Lemonnierstraat",M,Q2158012,relation
"Rue Camille Wollès","Camille Wollèsstraat",M,Q2021436,relation
"Rue Capitaine Crespel","Kapitein Crespelstraat",M,Q60021056,relation
"Rue Capitaine Joubert","Kapitein Joubertstraat",M,Q3266133,relation
"Rue Caporal Trésignies","Korporaal Trésigniesstraat",M,Q2424269,relation
"Rue Capronnier",Capronnierstraat,M,Q556508,relation
"Rue Cardinal Lavigerie","Kardinaal Lavigeriestraat",M,Q369832,relation
"Rue Cervantès",Cervantesstraat,M,Q5682,way
"Rue César Depaepe","César Depaepestraat",M,Q1150699,relation
"Rue César Franck","César Franckstraat",M,Q50187,relation
"Rue Charles Buls","Karel Bulsstraat",M,Q716382,relation
"Rue Charles Decoster","Charles Decosterstraat",M,Q315176,relation
"Rue Charles Degroux","Charles Degrouxstraat",M,Q2657971,relation
"Rue Charles Hanssens","Charles Hanssensstraat",M,Q2958200,relation
"Rue Charles Lemaire","Charles Lemairestraat",M,Q2090301,relation
"Rue Charles Martel","Karel Martelstraat",M,Q3301,relation
"Rue Charles Quint","Keizer Karelstraat",M,Q32500,relation
"Rue Charles VI","Karel VI straat",M,Q160349,relation
"Rue Charles Van Lerberghe","Charles Van Lerberghestraat",M,Q93871,relation
"Rue Charles Vanderstappen","Charles Vanderstappenstraat",M,Q860272,relation
"Rue Charlie Chaplin","Charlie Chaplinstraat",M,Q882,way
"Rue Chopin",Chopinstraat,M,Q1268,relation
"Rue Claude Debussy","Claude Debussystraat",M,Q4700,relation
"Rue Colonel Bourg","Kolonel Bourgstraat",M,Q87605537,relation
"Rue Colonel Chaltin","Kolonel Chaltinstraat",M,Q559445,relation
"Rue Colonel Van Gele","Kolonel Van Gelestraat",M,Q2651116,relation
"Rue Commandant Charcot","Commandant Charcotstraat",M,Q463531,relation
"Rue Commandant Ponthier","Kommandant Ponthierstraat",M,Q51648207,relation
"Rue Copernic",Copernicusstraat,M,Q619,way
"Rue Coppens",Coppensstraat,M,Q16196751,relation
"Rue Corneille",Corneillestraat,M,Q747,relation
"Rue Cornet de Grez","Cornet de Grezstraat",M,Q3068545,relation
"Rue Crocq",Crocqstraat,M,Q3171488,relation
"Rue Cyriel Buysse","Cyriel Buyssestraat",M,Q628124,relation
"Rue Daniel Van Damme","Daniel Van Dammestraat",M,Q52225103,way
"Rue Dante",Dantestraat,M,Q1067,relation
"Rue Darwin",Darwinstraat,M,Q1035,relation
"Rue Dautzenberg",Dautzenbergstraat,M,Q852134,relation
"Rue De Crayer","De Crayerstraat",M,Q570172,way
"Rue De Lenglentier","De Lenglentierstraat",M,Q82317733,relation
"Rue De Neck","De Neckstraat",M,Q85425067,relation
"Rue De Praetere","De Praeterestraat",M,Q2592861,way
"Rue Defacqz",Defacqzstraat,M,Q2570848,relation
"Rue Démosthène",Demosthenesstraat,M,Q117253,relation
"Rue Deschampheleer",Deschampheleerstraat,M,Q85425608,relation
"Rue Destouvelles",Destouvellesstraat,M,Q3182169,relation
"Rue Dillens",Dillensstraat,M,Q1712238,relation
"Rue Docteur Roux","Dokter Rouxstraat",M,Q286440,relation
"Rue Dubois-Thorn",Dubois-Thornstraat,M,Q28658015,relation
"Rue Dumonceau",Dumonceaustraat,M,Q1268832,relation
"Rue Dupré",Dupréstraat,M,Q86067136,relation
"Rue Duquesnoy",Duquesnoystraat,M,Q960381,relation
"Rue Duysburgh",Duysburghstraat,M,Q86066128,relation
"Rue Edgar Degas","Edgar Degasstraat",M,Q46373,relation
"Rue Edgar Tinel","Edgar Tinelstraat",M,Q377071,relation
"Rue Edison",Edisonstraat,M,Q8743,relation
"Rue Edmond Picard","Edmond Picardstraat",M,Q2512563,way
"Rue Edmond Rostand","Edmond Rostandstraat",M,Q52905074,relation
"Rue Edmond Tollenaere","Edmond Tollenaerestraat",M,Q85438337,relation
"Rue Edouard Branly","Edouard Branlystraat",M,Q274251,way
"Rue Edouard Fiers","Edouard Fiersstraat",M,Q3579831,relation
"Rue Edouard Olivier","Edouard Olivierstraat",M,Q85427548,way
"Rue Egide Charles Bouvier","Egide Charles Bouvierstraat",M,Q3580159,way
"Rue Égide Walschaerts","Égide Walschaertsstraat",M,Q1297794,relation
"Rue Elskamp",Elskampstraat,M,Q2576106,relation
"Rue Émile Banning","Émile Banningstraat",M,Q863514,relation
"Rue Émile Bouilliot","Émile Bouilliotstraat",M,Q84467713,relation
"Rue Émile Carpentier","Emile Carpentierstraat",M,Q3052257,relation
"Rue Émile Claus","Émile Clausstraat",M,Q733002,way
"Rue Émile Feron","Émile Feronstraat",M,Q3588520,way
"Rue Émile Idiers","Émile Idiersstraat",M,Q3588568,way
"Rue Émile Lecomte","Émile Lecomtestraat",M,Q2193314,relation
"Rue Emile Rotiers","Emile Rotiersstraat",M,Q3588729,way
"Rue Emile Wauters","Emile Wautersstraat",M,Q466319,relation
"Rue Emmanuel Hiel","Emmanuel Hielstraat",M,Q1334711,relation
"Rue Emmanuel Van Driessche","Emmanuel Van Driesschestraat",M,Q2482384,relation
"Rue Erasme",Erasmusstraat,M,Q43499,relation
"Rue Ernest Allard","Ernest Allardstraat",M,Q14633026,relation
"Rue Ernest Blerot","Ernest Blerotstraat",M,Q2630238,way
"Rue Ernest Discailles","Ernest Discaillesstraat",M,Q3056927,relation
"Rue Ernest Gossart","Ernest Gossartstraat",M,Q11294549,relation
"Rue Ernest Havaux","Ernest Havauxstraat",M,Q19956131,relation
"Rue Ernest Laude","Ernest Laudestraat",M,Q3057039,relation
"Rue Ernest Salu","Ernest Salustraat",M,Q20264353,relation
"Rue Ernest Solvay","Ernest Solvaystraat",M,Q311665,relation
"Rue Eugène Cattoir","Eugène Cattoirstraat",M,Q85422384,relation
"Rue Eugène De Smet","Eugène De Smetstraat",M,Q2182109,relation
"Rue Eugène Degorge","Eugène Degorgestraat",M,Q15875031,relation
"Rue Eugène Denis","Eugène Denisstraat",M,Q56118773,way
"Rue Eugène Hubert","Eugène Hubertstraat",M,Q86088224,relation
"Rue Eugène Laermans","Eugène Laermansstraat",M,Q598897,relation
"Rue Eugène Smits","Eugène Smitsstraat",M,Q3060172,relation
"Rue Eugène Toussaint","Eugène Toussaintstraat",M,Q85528204,relation
"Rue Evariste Pierron","Evariste Pierronstraat",M,Q61781036,relation
"Rue Evers",Eversstraat,M,Q1995083,relation
"Rue Faider",Faiderstraat,M,Q358922,way
"Rue Félicien Rops","Félicien Ropsstraat",M,Q378129,relation
"Rue Félix Bovie","Félix Boviestraat",M,Q3092388,relation
"Rue Félix Delhasse","Félix Delhassestraat",M,Q21096543,relation
"Rue Félix Terlinden","Félix Terlindenstraat",M,Q52155181,relation
"Rue Fénelon",Fenelonstraat,M,Q310002,relation
"Rue Ferdinand Craps","Ferdinand Crapsstraat",M,Q87487060,relation
"Rue Ferdinand Elbers","Ferdinand Elbersstraat",M,Q2352555,relation
"Rue Ferdinand Lenoir","Ferdinand Lenoirstraat",M,Q86063439,relation
"Rue Fernand Brunfaut","Fernand Brunfautstraat",M,Q14850782,relation
"Rue Fernand Léger","Fernand Légerstraat",M,Q157183,relation
"Rue Fernand Neuray","Fernand Neuraystraat",M,Q3069284,relation
"Rue Fernand Séverin","Fernand Séverinstraat",M,Q3069341,relation
"Rue Fétis",Fétisstraat,M,Q523581,relation
"Rue Floris",Florisstraat,M,Q543948,relation
"Rue Fontainas",Fontainasstraat,M,Q2744763,relation
"Rue Fourmois",Fourmoisstraat,M,Q721260,way
"Rue Fraikin",Fraikinstraat,M,Q706619,relation
"Rue François Bossaerts","François Bossaertsstraat",M,Q3084043,relation
"Rue François Debelder","François Debelderstraat",M,Q90833292,relation
"Rue François Dons","François Donsstraat",M,Q85425585,relation
"Rue François Roffiaen","François Roffiaenstraat",M,Q1975238,relation
"Rue François Stroobant","François Stroobantstraat",M,Q1451201,relation
"Rue François Van Meulecom","François Van Meulecomstraat",M,Q16230795,relation
"Rue François-Joseph Navez","François-Joseph Navezstraat",M,Q647641,relation
"Rue Franklin",Franklinstraat,M,Q34969,relation
"Rue Frans Binjé","Frans Binjéstraat",M,Q2449275,relation
"Rue Frans Hals","Frans Halsstraat",M,Q167654,relation
"Rue Frans Verdonck","Frans Verdonckstraat",M,Q81266776,relation
"Rue Franz Gailliard","Franz Gailliardstraat",M,Q2113391,relation
"Rue Franz Merjay","Franz Merjaystraat",M,Q16864562,relation
"Rue Frédéric Basse","Frédéric Bassestraat",M,Q3089605,relation
"Rue Frédéric Mohrfeld","Frédéric Mohrfeldstraat",M,Q86067703,relation
"Rue Frère-Orban",Frère-Orbanstraat,M,Q705791,relation
"Rue Fridtjof Nansen","Fridtjof Nansenstraat",M,Q72292,relation
"Rue Fritz Toussaint","Fritz Toussaintstraat",M,Q1843789,relation
"Rue Froebel",Froebelstraat,M,Q76679,way
"Rue Froissart",Froissartstraat,M,Q315000,relation
"Rue Fulton",Fultonstraat,M,Q192496,relation
"Rue Gachard",Gachardstraat,M,Q551746,relation
"Rue Gallait",Gallaitstraat,M,Q538173,relation
"Rue Garibaldi",Garibaldistraat,M,Q539,way
"Rue Gaston Biernaux","Gaston Biernauxstraat",M,Q85528627,relation
"Rue Geefs",Geefsstraat,M,Q3090303,way
"Rue Gendebien",Gendebienstraat,M,Q693047,relation
"Rue Général Capiaumont","Generaal Capiaumontstraat",M,Q85429793,relation
"Rue Général Eenens","Generaal Eenensstraat",M,Q2834436,relation
"Rue Général Henry","Generaal Henrystraat",M,Q51648007,relation
"Rue Général Leman","Generaal Lemanstraat",M,Q277876,relation
"Rue Général Mac Arthur","Generaal Mac Arthurstraat",M,Q127417,way
"Rue Général Molitor","Generaal Molitorstraat",M,Q47526105,relation
"Rue Général Patton","Generaal Pattonstraat",M,Q186492,relation
"Rue Général Tombeur","Generaal Tombeurstraat",M,Q2960333,relation
"Rue Général Wangermée","Generaal Wangerméestraat",M,Q8078321,relation
"Rue Georges Garnir","Georges Garnirstraat",M,Q3101589,relation
"Rue Georges Huygens","Georges Huygensstraat",M,Q3102902,way
"Rue Georges Leclercq","Georges Leclercqstraat",M,Q3103063,relation
"Rue Georges Lorand","Georges Lorandstraat",M,Q3103110,relation
"Rue Georges Remy","Georges Remystraat",M,Q52985,relation
"Rue Georges Rency","Georges Rencystraat",M,Q18115829,relation
"Rue Gérard",Gérardstraat,M,Q3102844,relation
"Rue Gisbert Combaz","Gisbert Combazstraat",M,Q2097997,relation
"Rue Godefroid Devreese","Godefroid Devreesestraat",M,Q2372821,relation
"Rue Godefroid Guffens","Godefroid Guffensstraat",M,Q323902,relation
"Rue Godefroid Kurth","Godfroid Kurthstraat",M,Q710649,relation
"Rue Godefroid de Bouillon","Godfried van Bouillonstraat",M,Q76721,way
"Rue Goossens",Goossensstraat,M,Q2847864,way
"Rue Gray",Graystraat,M,Q7790154,relation
"Rue Grégoire Leroy","Grégoire Leroystraat",M,Q1817422,relation
"Rue Grétry",Grétrystraat,M,Q210962,relation
"Rue Guido Gezelle","Guido Gezellestraat",M,Q336977,relation
"Rue Guillaume Kennis","Guillaume Kennisstraat",M,Q3119991,way
"Rue Guillaume Lekeu","Guillaume Lekeustraat",M,Q450990,relation
"Rue Guillaume Stocq","Guillaume Stocqstraat",M,Q85421681,relation
"Rue Guimard",Guimardstraat,M,Q2884661,relation
"Rue Gustave Biot","Gustave Biotstraat",M,Q3121217,relation
"Rue Gustave Defnet","Gustave Defnetstraat",M,Q15875965,relation
"Rue Gustave Gilson","Gustave Gilsonstraat",M,Q3479581,relation
"Rue Gustave Huberti","Gustave Hubertistraat",M,Q3121215,relation
"Rue Gustave Van Huynegem","Gustave Van Huynegemstraat",M,Q86065221,relation
"Rue Hector Denis","Hector Denisstraat",M,Q3129235,way
"Rue Héger-Bordet",Héger-Bordetstraat,M,Q2387278;Q211787,relation
"Rue Henri Bergé","Henri Bergéstraat",M,Q3130666,relation
"Rue Henri Deleers","Henri Deleersstraat",M,Q85427657,relation
"Rue Henri Deraedt","Henri Deraedtstraat",M,Q3130957,way
"Rue Henri Evenepoel","Henri Evenepoelstraat",M,Q2980574,relation
"Rue Henri Jacobs","Henri Jacobsstraat",M,Q3104623,relation
"Rue Henri Marichal","Henri Marichalstraat",M,Q85429116,relation
"Rue Henri Maus","Henri Mausstraat",M,Q3131621,way
"Rue Henri Simons","Henri Simonsstraat",M,Q18001770,relation
"Rue Henri Stacquet","Henri Stacquetstraat",M,Q3133085,relation
"Rue Henri Vieuxtemps","Henri Vieuxtempsstraat",M,Q312790,relation
"Rue Henri Werrie","Henri Werriestraat",M,Q86064547,relation
"Rue Henri-Joseph Genesse","Henri-Joseph Genessestraat",M,Q87487361,relation
"Rue Henry Villard","Henry Villardstraat",M,Q91417,relation
"Rue Herman",Hermanstraat,M,Q3165654,way
"Rue Herman Richir","Herman Richirstraat",M,Q3134084,relation
"Rue Herrewege",Herrewegestraat,M,Q168039,relation
"Rue Hobbema",Hobbemastraat,M,Q336908,relation
"Rue Homère",Homerusstraat,M,Q6691,relation
"Rue Horace",Horatiusstraat,M,Q6197,relation
"Rue Houzeau de Lehaie","Houzeau de Lehaiestraat",M,Q768943,relation
"Rue Hubert Krains","Hubert Krainsstraat",M,Q2649700,relation
"Rue Hubert Stiernet","Hubert Stiernetstraat",M,Q3142108,relation
"Rue Hubert Van Eepoel","Hubert Van Eepoelstraat",M,Q85528397,relation
"Rue Hugo Verriest","Hugo Verrieststraat",M,Q981444,relation
"Rue Isidoor Teirlinck","Isidoor Teirlinckstraat",M,Q2627945,relation
"Rue Isidore Verheyden","Isidore Verheydenstraat",M,Q2018445,relation
"Rue Iwan Gilkin","Iwan Gilkinstraat",M,Q2243172,relation
"Rue Jacobs Fontaine","Jacobs Fontainestraat",M,Q3380316,relation
"Rue Jacobs-Fontaine",Jacobs-Fontainestraat,M,Q3380316,relation
"Rue Jacques Bassem","Jacques Bassemstraat",M,Q3158201,way
"Rue Jacques Jordaens","Jakob Jordaensstraat",M,Q270658,way
"Rue Jacques Manne","Jacques Mannestraat",M,Q63160171,relation
"Rue Jacques Vandervleet","Jacques Vandervleetstraat",M,Q85472462,relation
"Rue Jacques de Lalaing","Jacques de Lalaingstraat",M,Q2130178,relation
"Rue Jakob Smits","Jakob Smitsstraat",M,Q3157590,relation
"Rue James Cook","James Cookstraat",M,Q7324,relation
"Rue James Ensor","James Ensorstraat",M,Q158840,relation
"Rue James Watt","James Wattstraat",M,Q9041,relation
"Rue Jan Blockx","Jan Blockxstraat",M,Q1681637,relation
"Rue Jan Bollen","Jan Bollenstraat",M,Q20006818,relation
"Rue Jan Van Ruusbroeck","Jan Van Ruusbroeckstraat",M,Q920312,relation
"Rue Jean Chapelié","Jean Chapeliéstraat",M,Q3171220,way
"Rue Jean Lambotte","Jean Lambottestraat",M,Q17361894,relation
"Rue Jean Massart","Jean Massartstraat",M,Q2482340,relation
"Rue Jean Noté","Jean Notéstraat",M,Q1685726,relation
"Rue Jean Preckher","Jean Preckherstraat",M,Q3939196,relation
"Rue Jean Robie","Jean Robiestraat",M,Q3174364,way
"Rue Jean Stas","Jean Stasstraat",M,Q560706,way
"Rue Jean Van Volsem","Jean Van Volsemstraat",M,Q55129227,relation
"Rue Jean Vandeuren","Jean Vandeurenstraat",M,Q84770641,relation
"Rue Jean d'Ardenne","Jean d'Ardennestraat",M,Q85429628,relation
"Rue Jean d'Osta","Jean d'Ostastraat",M,Q3175237,way
"Rue Jean de Brouchoven de Bergeyck","Jean de Brouchoven de Bergeyckstraat",M,Q1814651,way
"Rue Jean-Baptiste Colyns","Jean-Baptiste Colynsstraat",M,Q60830286,way
"Rue Jean-Baptiste Janssen","Jean-Baptiste Janssenstraat",M,Q918726,relation
"Rue Jean-Baptiste Meunier","Jean-Baptiste Meunierstraat",M,Q5985474,way
"Rue Jean-Baptiste Mosselmans","Jan-Baptist Mosselmansstraat",M,Q60446195,relation
"Rue Jean-Baptiste Verbeyst","Jean-Baptiste Verbeyststraat",M,Q86065275,relation
"Rue Jenatzy",Jenatzystraat,M,Q963863,relation
"Rue Jenner",Jennerstraat,M,Q40852,relation
"Rue Jenneval",Jennevalstraat,M,Q1377731,relation
"Rue John Waterloo Wilson","John Waterloo Wilsonstraat",M,Q18810465,relation
"Rue Jolly",Jollystraat,M,Q519977,relation
"Rue Joseph Aernaut","Joseph Aernautstraat",M,Q55770532,relation
"Rue Joseph Coosemans","Joseph Coosemansstraat",M,Q3184785,relation
"Rue Joseph Diongre","Joseph Diongrestraat",M,Q2472963,relation
"Rue Joseph Dujardin","Joseph Dujardinstraat",M,Q15304186,relation
"Rue Joseph Dupont","Joseph Dupontstraat",M,Q3184890,relation
"Rue Joseph II","Jozef II-straat",M,Q76555,relation
"Rue Joseph Jacquet","Joseph Jacquetstraat",M,Q3185130,relation
"Rue Joseph Pavez","Joseph Pavezstraat",M,Q17429147,relation
"Rue Joseph Plateau","Josef Plateaustraat",M,Q379993,way
"Rue Joseph Stallaert","Joseph Stallaertstraat",M,Q645601,way
"Rue Joseph Stevens","Joseph Stevensstraat",M,Q1708044,relation
"Rue Joseph Vanderlinden","Joseph Vanderlindenstraat",M,Q276873,way
"Rue Joseph Wauters","Joseph Wautersstraat",M,Q585785,relation
"Rue Josse Impens","Josse Impensstraat",M,Q3186090,relation
"Rue Jul Merckaert","Jul Merckaertstraat",M,Q2183081,relation
"Rue Jules Besme","Jules Besmestraat",M,Q84375317,relation
"Rue Jules Bouillon","Jules Bouillonstraat",M,Q84467048,relation
"Rue Jules Delhaize","Jules Delhaizestraat",M,Q3188521,relation
"Rue Jules Destrée","Jules Destréestraat",M,Q522308,relation
"Rue Jules Lahaye","Jules Lahayestraat",M,Q86065587,relation
"Rue Jules Lebrun","Jules Lebrunstraat",M,Q86831392,relation
"Rue Jules Lejeune","Jules Lejeunestraat",M,Q85427108,way
"Rue Jules Van Praet","Jules van Praetstraat",M,Q3070531,way
"Rue Julius Hoste","Julius Hostestraat",M,Q2184644,relation
"Rue Karel Vande Woestijne","Karel Vande Woestijnestraat",M,Q1813000,relation
"Rue Kessels",Kesselsstraat,M,Q353336,relation
"Rue Kindermans",Kindermansstraat,M,Q3164190,way
"Rue Lamartine",Lamartinestraat,M,Q188697,relation
"Rue Lambermont",Lambermontstraat,M,Q2327076,way
"Rue Lannoy",Lannoystraat,M,Q3172984,relation
"Rue Le Corrège",Corregiostraat,M,Q8457,relation
"Rue Le Tintoret",Tintorettostraat,M,Q9319,relation
"Rue Le Titien",Titiaanstraat,M,Q47551,relation
"Rue Lebeau",Lebeaustraat,M,Q468104,way
"Rue Ledeganck",Ledeganckstraat,M,Q13000,relation
"Rue Lens",Lensstraat,M,Q2848156,relation
"Rue Léon Cuissez","Léon Cuissezstraat",M,Q85429114,relation
"Rue Léon Defosset","Léon Defossetstraat",M,Q541561,relation
"Rue Léon Delacroix","Léon Delacroixstraat",M,Q14989,relation
"Rue Léon Frédéric","Léon Frédéricstraat",M,Q1361500,relation
"Rue Léon Jouret","Léon Jouretstraat",M,Q11294626,relation
"Rue Léon Lepage","Léon Lepagestraat",M,Q17428642,relation
"Rue Léon Mignon","Léon Mignonstraat",M,Q3271202,relation
"Rue Léon Savoir","Léon Savoirstraat",M,Q85533079,way
"Rue Léon Theodor","Léon Theodorstraat",M,Q1842202,relation
"Rue Léon XIII","Leo XIII-straat",M,Q43922,relation
"Rue Léon de Lantsheere","Léon de Lantsheerestraat",M,Q2175318,relation
"Rue Léonard de Vinci","Leonardo da Vincistraat",M,Q762,way
"Rue Léopold",Leopoldstraat,M,Q12971,relation
"Rue Léopold Courouble","Léopold Couroublestraat",M,Q3271785,relation
"Rue Léopold Delbove","Léopold Delbovestraat",M,Q85425362,relation
"Rue Léopold I","Leopold I straat",M,Q12971,relation
"Rue Léopold I","Leopold I-straat",M,Q12971,relation
"Rue Léopold Lenders","Léopold Lendersstraat",M,Q3271847,way
"Rue Léopold Peret","Leopold Peretstraat",M,Q86066687,relation
"Rue Lesbroussart",Lesbroussartstraat,M,Q3164229,relation
"Rue Leys",Leystraat,M,Q959521,relation
"Rue Liedts",Liedtsstraat,M,Q358626,way
"Rue Lieutenant Jérôme Becker","Luitenant Jérôme Beckerstraat",M,Q20970777,relation
"Rue Lieutenant Liedel","Luitenant Liedelstraat",M,Q19995205,relation
"Rue Lieutenant Lippens","Luitenant Lippensstraat",M,Q19835682,relation
"Rue Liévin Verstraeten","Liévin Verstraetenstraat",M,Q3257405,relation
"Rue Limnander",Limnanderstraat,M,Q4792681,relation
"Rue Lincoln",Lincolnstraat,M,Q91,way
"Rue Linné",Linnéstraat,M,Q1043,relation
"Rue Locquenghien",Locquenghienstraat,M,Q3175532,way
"Rue Lodewijk Van Boeckel","Lodewijk Van Boeckelstraat",M,Q41884515,relation
"Rue Louis Braille","Louis Braillestraat",M,Q93182,relation
"Rue Louis Ernotte","Louis Ernottestraat",M,Q85429485,relation
"Rue Louis Hymans","Louis Hymansstraat",M,Q3262216,way
"Rue Louis Jasmin","Louis Jasminstraat",M,Q91103626,relation
"Rue Louis Lumière","Louis Lumièrestraat",M,Q1962284,relation
"Rue Louis Scutenaire","Louis Scutenairestraat",M,Q2038113,relation
"Rue Louis Titz","Louis Titzstraat",M,Q18967745,relation
"Rue Louis van Beethoven","Louis van Beethovenstraat",M,Q255,relation
"Rue Luther",Lutherstraat,M,Q9554,relation
"Rue Madyol",Madyolstraat,M,Q18507695,relation
"Rue Major Brück","Majoor Brückstraat",M,Q2361774,way
"Rue Marcel Mariën","Marcel Mariënstraat",M,Q1865524,relation
"Rue Marconi",Marconistraat,M,Q36488,way
"Rue Martin V","Martinus V-straat",M,Q169612,relation
"Rue Massaux",Massauxstraat,M,Q3173448,relation
"Rue Masui",Masuistraat,M,Q3164268,relation
"Rue Masui Prolongée","Verlengde Masuistraat",M,Q3164268,relation
"Rue Mathieu Buntincx","Mathieu Buntincxstraat",M,Q3298678,relation
"Rue Mathieu Desmaré","Mathieu Desmaréstraat",M,Q21645308,relation
"Rue Maurice Albert Raskin","Maurice Albert Raskinstraat",M,Q3301310,relation
"Rue Maurice Des Ombiaux","Maurice Des Ombiauxstraat",M,Q3300678,relation
"Rue Maurice Poedts","Maurice Poedtsstraat",M,Q20727330,relation
"Rue Maurice Utrillo","Maurice Utrillostraat",M,Q108301,relation
