name_fr,name_nl,gender,wikidata,type
"Clos des Poètes",Dichtersgaarde,,,way
"Clos des Pommiers Fleuris",Appelbloesemgaarde,,,way
"Clos des Quatre-Saisons","Vier Seizoenenhof",,,relation
"Clos des Rosacées",Rozengaarde,,,relation
"Clos des Salanganes",Salanganengaarde,,,relation
"Clos des Saponaires",Zeepkruidhoek,,,relation
"Clos des Soldanelles",Alpenklokjeshoek,,,relation
"Clos des Tarins",Sijsjesgaarde,,,relation
"Clos des Trigonelles",Hoornklaversgaarde,,,relation
"Clos des Trois Couleurs","Drie Kleurengaarde",,,relation
"Clos des Trois Fontaines","Drie Fonteinengaarde",,,way
"Clos du Bergoje",Bergagegaarde,,,way
"Clos du Blankedelle",Blankedellegaarde,,,way
"Clos du Bois Planté","Geplante Bosgaarde",,,relation
"Clos du Bouton d'Or",Boterbloemgaarde,,,relation
"Clos du Centaure",Centaurusgaarde,,,relation
"Clos du Château d'Eau",Watertorengaarde,,,relation
"Clos du Chemin Creux",Holleweggaarde,,,relation
"Clos du Chêne Céleste",Hemeleikgaarde,,,relation
"Clos du Cheval d'Argent",Zilveren-Paardgaarde,,,relation
"Clos du Cinquantenaire",Jubelgaarde,,,relation
"Clos du Craetbos",Craetbosgaarde,,,relation
"Clos du Dauphin",Dolfijngaarde,,,relation
"Clos du Dragon",Drakehof,,,relation
"Clos du Lodaal",Lodaalgaarde,,,relation
"Clos du Lynx",Lynxbinnenhof,,,relation
"Clos du Manoir",Burchtgaarde,,,relation
"Clos du Mouron",Murikgaarde,,,relation
"Clos du Nadir",Nadirgaarde,,,relation
"Clos du Papenkasteel","Clos du Papenkasteel",,,way
"Clos du Parnasse",Parnassusgaarde,,,relation
"Clos du Ruisselet",Beekgaarde,,,relation
"Clos du Sippelberg",Sippelberggaarde,,,relation
"Clos du Site",Landschapsgaarde,,,relation
"Clos du Soleil",Zonnegaarde,,,relation
"Clos du Sureau",Vliergaarde,,,relation
"Clos du Sycomore",Sycomoorgaarde,,,relation
"Clos du Taillis",Kreupelhoutgaarde,,,relation
"Clos du Tilleul",Lindegaarde,,,relation
"Clos du Trèfle",Klavergaarde,,,relation
"Clos du Zavelenberg",Zavelenberggaarde,,,relation
"Coin des Cerises",Kersenhoek,,,way
"Contournement Est","Contournement Est",,,way
"Corniche Verte","Groene Corniche",,,relation
"Corniche des Etangs de Woluwe",Woluwevijversweg,,,way
"Coteau d'Anjou",Anjougaarde,,,relation
Coudenberg,Koudenberg,,,way
"Couloir principal",Hoofdgang,,,way
"Couloir secondaire","Secundaire gang",,,way
"Cours Amarante",Amarantenhof,,,relation
"Coursive Plein Ciel",Openluchtwandelgang,,,relation
"De Bergen","De Bergen",,,way
"Dédale du Campanile",Campaniledoolgang,,,relation
"Den Groenen Weg","Den Groenen Weg",,,way
Diegemvoetweg,Diegemvoetweg,,,way
Dieweg,Dieweg,,,relation
"Digue du Canal",Vaartdijk,,,relation
"Directors Lift","Directors Lift",,,way
Donderberg,Donderberg,,,relation
"Drève Grange aux Dîmes",Tiendenschuurdreef,,,way
"Drève Hendrickx",Hendrickxdreef,,,way
"Dreve Hof Ter Musschen","Hof Ter Musschendreef",,,relation
"Drêve Maritime",Maritiemdreef,,,way
"Drève Olympique","Olympische Dreef",,,relation
"Drève Pittoresque",Schilderachtigedreef,,,relation
"Drève Van Kerm","Van Kermdreef",,,way
"Drève d'Anjou",Anjoudreef,,,relation
"Drève de Boendael",Boendaaldreef,,,way
"Drève de Bonne-Odeur",Willeriekendreef,,,way
"Drève de Boondael",Boondaeldreef,,,way
"Drève de Carloo",Carloodreef,,,way
"Drève de Champagne",Champagnedreef,,,relation
"Drève de Dieleghem",Dieleghemdreef,,,relation
"Drève de La Brise","La Brisedreef",,,way
"Drève de Lorraine",Lorreinendreef,,,way
"Drève de Nivelles",Nijvelsedreef,,,relation
"Drève de Pinnebeek",Pinnebeekdreef,,,way
"Drève de Rivieren","de Rivierendreef",,,relation
"Drève de Touraine",Tourainedreef,,,way
"Drève de Willerieken",Welriekendedreef,,,way
"Drève de l'Aérodrome",Vliegvelddreef,,,way
"Drève de l'Infante",Infantedreef,,,way
"Drève de la Chapelle",Kapeldreef,,,way
"Drève de la Charte",Keuredreef,,,relation
"Drève de la Demi-Heure",Halfuurdreef,,,way
"Drève de la Grappe",Trosdreef,,,relation
"Drève de la Longue Queue",Langestaartdreef,,,way
"Drève de la Louve",Wolvindreef,,,way
"Drève de la Percée",Doorhakkingdreef,,,way
"Drève des Agaves",Agavendreef,,,relation
"Drève des Augustins",Augustijnendreef,,,way
"Drève des Bonniers",Bundersdreef,,,way
"Drève des Brûlés",Verbrandendreef,,,relation
"Drève des Deux Moutiers",Tweekloostersdreef,,,way
"Drève des Deux Triages",Tweegebiedendreef,,,way
"Drève des Deux Triages",Tweetriagedreef,,,way
"Drève des Enfants Noyés","Verdronken kinderendreef",,,way
"Drève des Équipages",Jachtstoetdreef,,,way
"Drève des Futailles",Fustendreef,,,relation
"Drève des Gendarmes",Gendarmendreef,,,way
"Drève des Libellules",Libellendreef,,,way
"Drève des Lignages",Geslachtendreef,,,relation
"Drève des Loups",Wolvendreef,,,way
"Drève des Madones",Madonnadreef,,,way
"Drève des Maricolles",Maricollendreef,,,relation
"Drève des Mésanges",Mezendreef,,,way
"Drève des Morilles",Morillendreef,,,way
"Dreve des Mustangs",Mustangdreef,,,way
"Drève des Quatre Frênes",Vieressendreef,,,way
"Drève des Renards",Vossendreef,,,way
"Drêve des Rêves",Dromendreef,,,way
"Drève des Rhododendrons",Rododendronsdreef,,,way
"Drève des Saules",Wilgendreef,,,relation
"Drève des Shetlands",Shetlanderdreef,,,relation
"Drève des Trois Couleurs","Drie Kleurendreef",,,way
"Drève des Tumuli",Tumulidreef,,,way
"Drève des Vendanges",Wijnoogstdreef,,,relation
"Drève des Volubilis",Windedreef,,,way
"Drève des Weigélias",Weigéliasdreef,,,way
"Drève du Bonheur",Geluksdreef,,,relation
"Drève du Caporal",Korporaaldreef,,,way
"Drève du Château",Kasteeldreef,,,relation
"Drève du Comte",Graafdreef,,,way
"Drève du Comte de Flandre","Graaf van Vlaanderendreef",,,way
"Drève du Duc",Hertogendreef,,,way
"Drève du Fort Jaco","Fort Jacodreef",,,way
"Drève du Haras",Harasdreef,,,way
"Drève du Long Bonnier",Langbunderdreef,,,relation
"Drève du Maréchal",Maarschalkdreef,,,way
"Drève du Pressoir",Wijnpersdreef,,,relation
"Drève du Prieure",Priorijdreef,,,way
"Drève du Prince",Prinsendreef,,,way
"Drève du Relais des Dames",Damenrustdreef,,,way
"Drève du Rembucher",Terugdrift,,,way
"Drève du Renard",Vosdreef,,,way
"Drève du Renard",Vossendreef,,,way
"Drève du Rouge-Cloître",Rokloosterdreef,,,way
"Drève du Sénéchal",Landvoogddreef,,,way
"Drève du Tambour",Tamboerdreef,,,way
"Drève du Tastevin",Tastevindreef,,,relation
Dries,Dries,,,way
Duivenschietweg,Duivenschietweg,,,way
"Eden City","Eden City",,,way
"Ensemble Jean Christophe","Ensemble Jean Christophe",,,relation
"Espace Louise","Espace Louise",,,way
Esplanade,Esplanade,,,relation
"Esplanade de l'Europe",Europaesplanade,,,relation
"Esplanade du Berlaymont",Esplanade,,,way
"F212 Fietssnelweg Asse-Brussel","F212 Fietssnelweg Asse-Brussel",,,way
Fleurbeekstraat,Fleurbeekstraat,,,way
"Font Saint Landry","Sint Lendriksborre",,,relation
GR,GR,,,way
"GR 126","GR 126",,,way
"Galerie Agora","Galerie Agora",,,way
"Galerie Bortier",Bortiergalerij,,,way
"Galerie Louise","Galerie Louise",,,way
"Galerie Pacific","Galerie Pacific",,,way
"Galerie Saint-Josse","Sint-Joost Galerij",,,way
"Galerie Sud",Zuidgalerij,,,way
"Galerie de Waterloo",Waterloogalerij,,,way
"Galerie de la Porte de Namur","Galerie de la Porte de Namur",,,way
"Galerie de la Reine",Koninginnegalerij,,,way
"Galerie de la Toison d'Or","Galerie de la Toison d'Or",,,way
"Galerie des Argousiers",Duindoorngalerij,,,relation
"Galerie des Princes",Prinsengalerij,,,way
"Galerie du Centre",Centrumgalerij,,,way
"Galerie du Cinquantenaire",Jubelgalerij,,,way
"Galerie du Commerce",Handelsgalerij,,,way
"Galerie du Midi",Zuidgalerij,,,way
"Galerie du Parlement",Parlementsgalerij,,,relation
"Galerie du Roi",Koningsgalerij,,,way
"Gallerie Sauvage Decor","Sauvage Decorgalerij",,,way
Gentsesteenweg,Gentsesteenweg,,,way
Grand'Route,"Grote Baan",,,way
Grand-Place,"Grote Markt",,,relation
"Grande Avenue","Grande Avenue",,,way
"Grande Rue au Bois","Grote Bosstraat",,,relation
Groenenberg,Groenenberg,,,relation
Groenstraat,Groenstraat,,,way
Grootveld,Grootveld,,,relation
Gulledelle,Gulledelle,,,relation
Hamweg,Hamweg,,,relation
Harenberg,Harenberg,,,relation
Harensesteenweg,Harensesteenweg,,,way
Harenweg,Harenweg,,,way
Heiligenborre,Heiligenborre,,,way
Hermeslaan,Hermeslaan,,,way
Hertogswegel,Hertogswegel,,,way
"Het Veroost","Het Veroost",,,relation
Heuveldal,Heuveldal,,,way
"Hof ter Biest","Hof ter Biest",,,way
Homborch,Homborch,,,way
Hondenberg,Hondenberg,,,relation
Houtweg,Houtweg,,,relation
Hunderenveld,Hunderenveld,,,relation
"Impasse Poils",Poilsgang,,,way
"Impasse Schuddeveld",Schuddeveldgang,,,way
"Impasse aux Huîtres",Oestersgang,,,way
"Impasse aux Souliers",Schoenengang,,,way
"Impasse de Savoie",Savoiegang,,,way
"Impasse de Varsovie",Polakkengang,,,way
"Impasse de l'Infirmerie",Fermerijgang,,,way
"Impasse de la Bouquetière",Bloemenmeisjesgang,,,way
"Impasse de la Cuve",Kuipgang,,,way
"Impasse de la Faucille",Sikkelgang,,,way
"Impasse de la Ferraille",Oudijzergang,,,way
"Impasse de la Fidélité",Getrouwheidsgang,,,relation
"Impasse de la Giroflee",Voiliergang,,,way
"Impasse de la Pie",Ekstergang,,,way
"Impasse de la Poupée",Poppegang,,,way
"Impasse de la Providence",Voorzienigheidsgang,,,way
"Impasse de la Serpette",Snoeimesjesgang,,,way
"Impasse de la Tête de Boeuf",Ossekopgang,,,way
"Impasse des Boeufs",Ossengang,,,way
"Impasse des Cadeaux",Geschenkengang,,,way
"Impasse des Chansons",Liedjesgang,,,way
"Impasse des Combattants",Strijdersgang,,,relation
"Impasse des Groseilles",Aalbessengang,,,way
"Impasse des Lunettes",Brillengang,,,way
"Impasse des Matelots",Matrozengang,,,relation
"Impasse des Métiers",Ambachtengang,,,way
"Impasse des Usines",Werkhuizengang,,,relation
"Impasse du Chapelet",Paternostergang,,,way
"Impasse du Cheval",Paardgang,,,relation
"Impasse du Coq",Hanegang,,,way
"Impasse du Pré",Weidegang,,,relation
"Impasse du Renard",Vossengang,,,way
"Impasse du Réveil",Wekkergang,,,way
"Impasse du Roulier",Voermansgang,,,way
"Impasse du Val des Roses",Rozendaal,,,relation
Indringingsweg,Indringingsweg,,,way
Jagersveld,Jagersveld,,,way
"Jardin des Justes","Tuin der Rechtvaardingen",,,way
"Jozef Van Elewijckstraat","Jozef Van Elewijckstraat",,,way
Karrenberg,Karrenberg,,,way
Kasteelhof,Kasteelhof,,,relation
Kattenberg,Kattenberg,,,way
Kaudenaardedreef,Kaudenaardedreef,,,way
Kauwberg,Kauwberg,,,way
"Kauwberg - Broekweg","Kauwberg - Broekweg",,,way
Kerkedelle,Kerkedelle,,,relation
Kerselaarstraat,Kerselaarstraat,,,way
Kleinenberg,Kleinenberg,,,relation
Kleinenbergstraat,Kleinenbergstraat,,,way
Krekelendries,Krekelendries,,,relation
Kroonweg,Kroonweg,,,way
Kruipweg,Kruipweg,,,relation
Kruisberg,Kruisberg,,,relation
"La Plage","Het Strand",,,way
"La Venelle","Het Dreveken",,,relation
Laskouter,Laskouter,,,relation
Lijkweg,Lijkweg,,,way
Lindenberg,Lindenberg,,,relation
"Livinus Walravenslaan","Livinus Walravenslaan",,,way
Luxor-Parc,Luxor-Park,,,way
Mail,Malieplein,,,relation
"Mail de la Haquenée",Hakkeneidreef,,,relation
"Mail du Topweg","Malie van de Topweg",,,relation
"Manhattan Shopping","Manhattan Shopping",,,way
"Marché au Bois",Houtmarkt,,,way
"Marché au Poisson",Vismarkt,,,relation
"Marché aux Herbes",Grasmarkt,,,relation
"Marché aux Porcs",Varkensmarkt,,,relation
Marie-Henriettelaan,Marie-Henriettelaan,,,way
Mariënborre,Mariënborre,,,relation
Mariënsteen,Mariënsteen,,,relation
Meir,Meir,,,way
Middelweg,Middelweg,,,relation
Moensberg,Moensberg,,,way
Molenweg,Molenweg,,,way
"Mont des Arts",Kunstberg,,,relation
"Mont du Cinquantenaire",Jubelberg,,,relation
"Montagne au Chaudron",Ketelberg,,,relation
"Montagne aux Ombres",Lommerberg,,,relation
"Montagne de Sable",Zavelberg,,,way
"Montagne de Saint-Job","Berg van Sint-Job",,,way
"Montagne de la Gare",Stationberg,,,relation
"Montagne des Lapins",Konijnenberg,,,relation
Morenveldweg,Morenveldweg,,,way
Neerhofstraat,Neerhofstraat,,,way
Neerleest,Neerleest,,,relation
Noendelle,Noendelle,,,relation
Opstalweg,Opstalweg,,,way
"Paardentunnel Leonard","Paardentunnel Leonard",,,way
Pannenhuisplein,Pannenhuisplein,,,way
"Parc du Peterbos",Peterbospark,,,relation
"Parcours méditatif du parc du Vogelzang","Meditatieparcours Vogelzangpark",,,way
"Parvis Chantecler",Canteclaervoorplein,,,way
"Parvis Saint-Gilles",Sint-Gillisvoorplein,,,relation
"Parvis de la Trinité",Drievuldigheidsvoorplein,,,way
"Passage de la Vecquée",Vecquéepassage,,,relation
"Passage des Citronniers",Citroenbomendoorgang,,,way
"Passage du Nord",Noorddoorgang,,,way
"Passage du Soleil Couchant",Avondzonpassage,,,way
"Passage du Travail",Arbeidsdoorgang,,,way
"Petit chemin Vert","Korte Groenweg",,,relation
"Petite Drève du Maréchal",Maarschalkdreefje,,,way
"Petite Rue Kelle","Korte Kellestraat",,,relation
"Petite Rue de l'Église","Kleine Kerkstraat",,,relation
"Petite Rue des Brigittines","Korte Brigittinenstraat",,,way
"Petite avenue de la Métrologie","Korte Metrologielaan",,,way
"Petite drève de Groenendael",Groenendaeldreefje,,,way
"Petite drève des Mésanges",Mezendreefje,,,way
"Petite drève du Maréchal","Kleine Maarschalkdreef",,,way
"Petite rue Courtois","Korte Courtoisstraat",,,relation
"Petite rue L'Olivier","Korte L'Olivierstraat",,,relation
"Petite rue au Beurre","Korte Boterstraat",,,way
"Petite rue de Monaco",Monacostraatje,,,way
"Petite rue de l'Hôpital","Kleine Gasthuisstraat",,,relation
"Petite rue de la Violette","Korte Violetstraat",,,way
"Petite rue des Bouchers","Korte Beenhouwersstraat",,,way
"Petite rue des Loups","Korte Wolvenstraat",,,relation
"Petite rue des Minimes","Korte Minimenstraat",,,relation
"Petite rue des Secours","Korte Hulpstraat",,,relation
"Petite rue du Bassin Collecteur","Korte Spaarbekkenstraat",,,way
"Petite rue du Camp","Korte Kampstraat",,,relation
"Petite rue du Cerf","Korte Hertstraat",,,relation
"Petite rue du Marly",Marlystraatje,,,way
"Petite rue du Moulin","Korte Molenstraat",,,relation
"Petite rue du Musée","Korte Museumstraat",,,way
"Petite rue du Nord","Korte Noordstraat",,,relation
"Place Basse",Laagplein,,,way
"Place Communale",Gemeenteplaats,,,relation
"Place De Linde","De Lindeplein",,,relation
"Place De Moor","De Moorplein",,,relation
"Place Dewandre",Dewandreplein,,,relation
"Place Loubna Lafquiri","Loubna Lafquiriplein",,,way
"Place Ronde",Rondplein,,,way
"Place Royale",Koningsplein,,,way
"Place Sainctelette",Saincteletteplaats,,,relation
"Place Sainte-Croix",Heilig-Kruisplein,,,relation
"Place Terdelt",Terdeltplein,,,relation
"Place Van Hoegaerde","Van Hoegaerdeplein",,,relation
"Place communale d’Auderghem","Gemeenteplein van Oudergem",,,way
"Place d'Espagne",Spanjeplein,,,relation
"Place de Bastogne",Bastenakenplein,,,relation
"Place de Belgique",Belgieplein,,,relation
"Place de Bethléem",Bethlehemplein,,,way
"Place de Helmet",Helmetseplein,,,relation
"Place de Houffalize",Houffalizeplein,,,relation
"Place de Londres",Londenplein,,,relation
"Place de Mai",Meiplein,,,relation
"Place de Mexico",Mexicoplein,,,way
"Place de Ninove",Ninoofseplein,,,relation
"Place de Rochefort",Rochefortplein,,,relation
"Place de Sainte-Adresse",Sainte-Adresseplein,,,relation
"Place de l'Alma",Almaplein,,,relation
"Place de l'Altitude Cent","Hoogte Honderdplein",,,way
"Place de l'Amitié",Vriendschapsplein,,,relation
"Place de l'Ancienne Barrière",Oude-Afspanningsplein,,,relation
"Place de l'Aurore",Dageraadsplein,,,relation
"Place de l'Église",Kerkplein,,,relation
"Place de l'Initiative",Initiatiefplein,,,relation
"Place de l'Octogone",Achthoekplein,,,way
"Place de l'Orée",Bosrandplein,,,way
"Place de l'Ouest",Westplaats,,,way
"Place de l'Yser",IJzerplein,,,relation
"Place de la Beauté",Schoonheidsplein,,,relation
"Place de la Bourse",Beursplein,,,way
"Place de la Chapelle",Kapellemarkt,,,relation
"Place de la Cité Modèle",Modelwijkplein,,,way
"Place de la Constitution",Grondwetplein,,,way
"Place de la Croix-Rouge",Rode-Kruisplein,,,relation
"Place de la Demi-Lune",Halvemaanplein,,,relation
"Place de la Duchesse de Brabant","Hertogin van Brabantplaats",,,way
"Place de la Fleur de Blé",Korenbloemplein,,,relation
"Place de la Gare",Stationsplein,,,relation
"Place de la Grotte",Grotplein,,,relation
"Place de la Justice",Gerechtsplein,,,relation
"Place de la Liberté",Vrijheidsplein,,,relation
"Place de la Maison Rouge",Roodhuisplein,,,relation
"Place de la Minoterie",Meelfabrieksplein,,,relation
"Place de la Monnaie",Muntplein,,,relation
"Place de la Musique",Muziekplein,,,way
"Place de la Nation",Natieplein,,,relation
"Place de la Paix",Vredeplein,,,relation
"Place de la Patrie",Vaderlandsplein,,,relation
"Place de la Petite Suisse",Klein-Zwitserlandplein,,,relation
"Place de la Petite Suisse",Klein-Zwitzerlandplein,,,way
"Place de la Querelle",Krakeelplein,,,relation
"Place de la Reine",Koninginneplein,,,way
"Place de la Résistance",Verzetsplein,,,relation
"Place de la Roue",Radplein,,,relation
"Place de la Sainte-Alliance","Heilig Verbondplein",,,way
"Place de la Sainte-Famille",Heilige-Familieplein,,,relation
"Place de la Vaillance",Dapperheidsplein,,,relation
"Place de la Vecquée",Vecquéeplein,,,relation
"Place de la Vieille Halle aux Blés","Oud Korenhuis",,,relation
"Place des 3 septembre","3 septemberplein",,,way
"Place des Acacias",Acaciasplein,,,relation
"Place des Arcades",Arcadenplein,,,way
"Place des Armateurs",Redersplein,,,way
"Place des Barricades",Barricadenplein,,,relation
"Place des Bienfaiteurs",Weldoenersplein,,,relation
"Place des Bouvreuils",Goudvinkenplein,,,relation
"Place des Carabiniers",Karabiniersplein,,,relation
"Place des Castors",Castorplein,,,way
"Place des Citronniers",Citroenbomenplein,,,way
"Place des Coopérateurs",Samenwerkersplein,,,relation
"Place des Gueux",Geuzenplein,,,way
"Place des Héros",Heldenplein,,,way
"Place des Martyrs",Martelaarsplein,,,relation
"Place des Muscaris",Druifhyacintenplein,,,way
"Place des Palais",Paleizenplein,,,relation
"Place des Quatre Livres","Vier Boekenplein",,,way
"Place des Sorbiers",Sorbeboomplein,,,relation
"Place des Wallons",Walenplein,,,way
"Place des Zinnias",Zinniaplein,,,way
"Place du Béguinage",Begijnhof,,,way
"Place du Campanile",Campanileplein,,,relation
"Place du Champ de Mars",Marsveldplein,,,relation
"Place du Chant d'Alouette",Leeuweriksliedplaats,,,relation
"Place du Châtelain",Kasteleinsplein,,,way
"Place du Cheval Noir","Zwart Paardplein",,,way
"Place du Colibri",Kolibrieplein,,,way
"Place du Confort",Komfortplein,,,relation
"Place du Congrès",Congresplein,,,way
"Place du Conseil",Raadsplein,,,relation
"Place du Droit",Rechtsplein,,,relation
"Place du Grand Sablon","Grote Zavel",,,way
"Place du Home",Homeplein,,,relation
"Place du Jardin aux Fleurs",Bloemenhofplein,,,relation
"Place du Jeu de Balle",Vossenplein,,,relation
"Place du Logis",Logisplein,,,way
"Place du Lotus",Lotusplein,,,relation
"Place du Luxembourg",Luxemburgplein,,,relation
"Place du Mont-de-Piété",Berg-van-Barmhartigheidsplein,,,way
"Place du Musée",Museumplein,,,way
"Place du Nord",Noordplein,,,way
"Place du Nouveau Marché aux Grains","Nieuwe Graanmarkt",,,relation
"Place du Pavillion",Paviljoenplein,,,way
"Place du Petit Sablon","Kleine Zavel",,,relation
"Place du Quatre Août","Vier Augustusplein",,,relation
"Place du Repos",Rustplein,,,relation
"Place du Rinsdelle",Rinsdelleplein,,,relation
"Place du Sacré-Cœur",Heilig-Hartplein,,,relation
"Place du Samedi",Zaterdagplein,,,way
"Place du Tarin",Sijsjesplein,,,way
"Place du Temps Libre",Vrijetijdsplein,,,relation
"Place du Tomberg",Tombergplein,,,relation
"Place du Trône",Troonplein,,,relation
"Place du White Star","White Starplein",,,relation
"Placette de l'Alizé",Alizépleintje,,,way
"Placette du Peuplier",Populierpleintje,,,way
"Plaine des Loisirs",Lustplein,,,relation
Plattesteen,Plattesteen,,,way
"Pont de Buda",Budabrug,,,way
"Pont du Cerf",Hertbrugge,,,relation
"Porte d'Anderlecht",Anderlechtsepoort,,,way
"Porte d'Anvers",Antwerpsepoort,,,way
"Porte de Namur",Naamsepoort,,,way
"Porte de Tervueren",Tervurensepoort,,,way
"Porte du Rivage",Oeverpoort,,,relation
"Promenade P. L. Vrijdags","P. L. Vrijdagsvandelweg",,,way
"Promenade Verte","Groene Wandeling",,,way
"Promenade de l'Alma",Almawandeling,,,relation
"Promenade verte","Groene Wandeling",,,way
Putterie,Putterij,,,way
"Quai à la Chaux",Kalkkaai,,,way
"Quai à la Houille",Steenkoolkaai,,,way
"Quai au Bois à Brûler",Brandhoutkaai,,,way
"Quai au Bois de Construction",Timmerhoutkaai,,,way
"Quai au Foin",Hooikaai,,,way
"Quai aux Barques",Schuitenkaai,,,way
"Quai aux Briques",Baksteenkaai,,,way
"Quai aux Pierres de Taille",Arduinkaai,,,way
"Quai d'Aa",Aakaai,,,relation
"Quai de Biestebroeck",Biestebroekkaai,,,relation
"Quai de Biestebroeck","Quai de Biestebroeck",,,way
"Quai de Heembeek",Heembeekkaai,,,relation
"Quai de Mariemont",Mariemontkaai,,,relation
"Quai de Veeweyde",Veeweidekaai,,,relation
"Quai de Willebroeck",Willebroekkaai,,,relation
"Quai de l'Industrie",Nijverheidskaai,,,relation
"Quai de la Voirie",Ruimingskaai,,,way
"Quai des Armateurs",Rederskaai,,,way
"Quai des Charbonnages",Koolmijnenkaai,,,relation
"Quai des Péniches",Akenkaai,,,relation
"Quai des Usines",Werkhuizenkaai,,,relation
"Quai du Batelage",Schipperijkaai,,,relation
"Quai du Chantier",Werfkaai,,,way
"Quai du Commerce",Handelskaai,,,way
"Quai du Hainaut",Henegouwenkaai,,,relation
"Rampe Gauloise",Gallischeoprit,,,relation
"Rampe Lambermont",Lambermontoprit,,,way
"Rampe Romaine",Romeinseoprit,,,relation
"Rampe des Citronniers",Citroenbomenoprit,,,way
"Rampe des Hollandais",Hollandseoprit,,,way
"Rampe du Lion",Leeuwoprit,,,way
Roeierspad,Roeierspad,,,way
"Rond Point de la Liberté",Vrijheidsrotonde,,,way
"Rond Point du Pannenhuis",Pannenhuisplein,,,relation
"Rond-Point Hermès",Hermesplein,,,way
"Rond-Point de l'Étoile",Sterreplein,,,relation
"Rond-Point de la Cité Jardin",Tuinwijkplein,,,relation
"Rond-Point du Meir",Meerplein,,,relation
"Rond-Point du Souverain",Vorstrondpunt,,,way
"Rond-point des Allemands","Rond-point des Allemands",,,way
"Rond-point des Alliés","Rond-point des Alliés",,,way
"Rond-point des bourgmestres","Rond Punt der Burgemeesters",,,way
"Rond-point du Nord","Rond-point du Nord",,,way
"Route Gouvernementale",Goevernementsweg,,,relation
"Route Gouvernementale","Gouvernementsweg / Goevernementsweg",,,way
"Route de Lennik","Lennikse Baan",,,relation
"Route de Lennik",Lenniksebaan,,,way
"Rue Aerdeberg",Aardebergstraat,,,way
"Rue Africaine",Afrikastraat,,,way
"Rue Américaine","Amerikaanse straat",,,way
"Rue Américaine",Amerikastraat,,,way
"Rue Anglaise",Engelsestraat,,,relation
"Rue Anoul",Anoulstraat,,,relation
"Rue Basse",Diepestraat,,,relation
"Rue Beckers",Beckersstraat,,,relation
"Rue Beeckman de Crayloo","Beeckman de Crayloostraat",,,relation
"Rue Belliard - Belliardstraat","Rue Belliard - Belliardstraat",,,way
"Rue Berkendael",Berkendaalstraat,,,way
"Rue Berré",Berréstraat,,,relation
"Rue Bissé",Bisséstraat,,,relation
"Rue Blaesenberg",Blaesenbergstraat,,,way
"Rue Bodenbroek",Bodenbroekstraat,,,way
"Rue Boghemans",Boghemansstraat,,,relation
"Rue Bois des Îles",Eilandenhoutstraat,,,relation
"Rue Bonnevie",Bonneviestraat,,,relation
"Rue Botanique",Kruidtuinstraat,,,relation
"Rue Bouré",Bouréstraat,,,relation
"Rue Broyère",Broyèrestraat,,,relation
"Rue Brune",Bruinstraat,,,relation
"Rue Bruylants",Bruylantsstraat,,,relation
"Rue Bruyn",Bruynstraat,,,relation
"Rue Bulins",Bulinsstraat,,,relation
"Rue Calliope",Calliopestraat,,,relation
"Rue Cans",Cansstraat,,,relation
"Rue Carli",Carlistraat,,,relation
"Rue Cayershuis",Cayershuisstraat,,,relation
"Rue Chair et Pain",Vlees-en-Broodstraat,,,way
"Rue Champ du Roi",Koningsveldstraat,,,relation
"Rue Chant d'Oiseaux",Vogelenzangstraat,,,relation
"Rue Chaumontel",Chaumontelstraat,,,relation
"Rue Chomé-Wyns",Chomé-Wynsstraat,,,relation
"Rue Clément De Cléty","Clément De Clétystraat",,,relation
"Rue Communale",Gemeentestraat,,,relation
"Rue Courte",Kortestraat,,,relation
"Rue Courtois",Courtoisstraat,,,relation
"Rue Creuse",Hollestraat,,,relation
"Rue Dansette",Dansettestraat,,,relation
"Rue Darimon",Darimonstraat,,,relation
"Rue De Bonne","De Bonnestraat",,,relation
"Rue De Geneffe","De Geneffestraat",,,relation
"Rue De Keersmaeker","De Keersmaekerstraat",,,relation
"Rue De Pascale","De Pascalestraat",,,way
"Rue De Wand","De Wandstraat",,,relation
"Rue Dekens",Dekensstraat,,,relation
"Rue Delaunoy",Delaunoystraat,,,relation
"Rue Delwart",Delwartstraat,,,relation
"Rue Docteur De Meersman","Dokter De Meersmanstraat",,,relation
"Rue Draps-Dom",Draps-Domstraat,,,relation
"Rue Dries",Driesstraat,,,relation
"Rue Drootbeek",Drootbeekstraat,,,relation
"Rue Ducale",Hertogstraat,,,relation
"Rue Duydelle",Duydellestraat,,,relation
"Rue Edouard Michiels","Edouard Michielsstraat",,,way
"Rue Égide Van Ophem","Égide Van Ophemstraat",,,way
"Rue Eigenhuis",Eigenhuisstraat,,,way
"Rue Eloy",Eloystraat,,,relation
"Rue Emile Van Overstraeten","Emile Van Overstraetenstraat",,,relation
"Rue Engeland",Engelandstraat,,,way
"Rue Esseghem",Esseghemstraat,,,relation
"Rue Euterpe",Euterpestraat,,,relation
"Rue Fin",Finstraat,,,relation
"Rue Fons Vande Maele","Fons Vande Maelestraat",,,way
"Rue Fonson",Fonsonstraat,,,relation
"Rue Fontaine d'Amour",Minnebronstraat,,,relation
"Rue Foppens",Foppensstraat,,,relation
"Rue Forestière",Bosstraat,,,way
"Rue Fort de Boncelles","Fort van Boncellesstraat",,,relation
"Rue Gabrielle",Gabriellestraat,,,way
"Rue Geleytsbeek",Geleytsbeekstraat,,,way
